"rownum"	"y"	"x1"	"x2"	"x3"	"x4"	"x5"	"x6"	"x7"	"x8"	"x9"	"x10"	"x11"	"x12"
1	0	-0.795098	0.511219	-0.77854	15.6369	2.935953	0	-12.4328679162	23.4696570865317	0.632180829604	-0.39800444026	0.133604461031716	0
2	1	-1.413967	-0.566855	-0.198315	-6.513225	-6.735347	0	9.209485213575	-24.8672658927132	1.999302677089	0.112415849325	-0.182144451045476	0
3	1	0.055031	-0.706305	-0.7273	-8.239719	-4.819892	1	-0.453439976289	-28.0505892568712	0.003028410961	0.5136956265	-0.352352081995323	-0.038868670455
4	0	0.517275	-0.793155	-0.288463	10.187014	0.544995	1	5.26948766685	-4.4034947941922	0.267573425625	0.228795870765	-0.498969728944199	-0.410279252625
5	1	-0.221569	1.225715	-1.43818	-21.119383	-1.362147	0	4.679400571927	35.2610065477434	0.049092821761	-1.7627987987	1.8414863447424	0
6	0	-0.975077	1.039093	-1.072688	-1.332234	2.179189	1	1.299030732018	-3.01668407231689	0.950775155929	-1.114622591984	1.12192353231874	-1.013195685161
7	1	-2.019982	-1.099177	-0.017595	3.991979	4.29431	1	-8.063725724378	-18.8429663528746	4.080327280324	0.019340019315	-1.32801474462826	2.220317754814
8	1	0.342585	-0.431844	-1.239706	-9.086777	3.338192	1	-3.112993498545	13.0992995046827	0.117364482225	0.535359597864	-0.0805342595036596	-0.14794327674
9	0	-0.458949	-1.335259	0.615569	15.629112	1.204591	0	-7.172965323288	-25.1385041291135	0.210634184601	-0.821944047371	-2.38065543250178	0
10	0	0.511124	1.519342	-0.434703	3.790341	-3.574954	1	1.937334253284	-20.587531879432	0.261247743376	-0.660462525426	3.50724924443095	0.776572160408
11	0	-0.223618	1.485537	1.424195	14.224779	1.756652	1	-3.180916630422	37.1205784714031	0.050005009924	2.115694367715	3.27831302731375	-0.332192812866
12	1	-0.207245	-2.265333	1.177916	-9.822052	-4.868423	0	2.03557116674	-108.323475613938	0.042950490025	-2.668371986028	-11.6250854733027	0
13	1	-0.973882	-0.645944	0.200017	-4.44668	9.613125	0	4.33054161176	27.6118391725722	0.948446149924	-0.129199781048	-0.269516032989392	0
14	0	0.085221	-1.164575	0.799816	11.834043	0.266687	0	1.008508978503	-3.67538172694941	0.007262618841	-0.9314457182	-1.57943729433261	0
15	0	-1.219558	0.180504	-0.324988	12.240483	-6.515182	0	-14.927978966514	-14.3950088954776	1.487321715364	-0.058661633952	0.00588112609666406	0
16	0	-1.598053	0.367602	0.197587	8.74549	-6.370212	1	-13.97575653097	-20.479337297661	2.553773390809	0.072633376374	0.0496745105589712	-0.587447478906
17	0	-0.276679	2.707248	-0.14267	0.177932	-8.696815	1	-0.049230047828	-4.18930841111033	0.076551269041	-0.38624307216	19.8419396621452	-0.749038669392
18	0	-2.936089	-0.459451	-1.019591	10.740395	6.805504	0	-31.534755615155	-33.5830200248542	8.620618615921	0.468452104541	-0.0969879105679109	0
19	1	-0.63298	-0.804476	1.224052	-8.81994	-0.372439	0	5.5828456212	-2.64261487292826	0.4006636804	-0.984720456752	-0.520642092657162	0
20	0	1.126967	1.073121	-0.217988	-1.46013	-0.998141	1	-1.64551832571	1.56398330575791	1.270054619089	-0.233927500548	1.23579399655815	1.209371954007
21	1	1.414955	1.203607	-0.727513	-13.14094	5.006949	0	-18.5938387577	-79.1925459015982	2.002097652025	-0.875639739391	1.74362912454509	0
22	0	0.521536	0.309001	-0.654631	2.609469	2.027835	0	1.360932024384	1.6351012155836	0.271999799296	-0.202281633631	0.029503915443927	0
23	0	0.432979	1.631656	-0.284455	11.733664	-9.157397	0	5.080430105056	-175.321142706664	0.187470814441	-0.46413270748	4.34395989376435	0
24	1	0.497151	-0.229699	-0.186663	-4.59114	1.092504	1	-2.28248984214	1.15213315986562	0.247159116801	0.042876304437	-0.0121192937874191	-0.114195087549
25	1	-2.073708	-1.373079	-0.111909	-5.057219	-2.045765	0	10.487195498052	-14.2057127992541	4.300264869264	0.153659897811	-2.58872891828017	0
26	0	0.846944	0.258387	1.458481	7.818048	-1.533909	1	6.621448845312	-3.09862191233644	0.717314139136	0.376852530147	0.0172509087831666	0.218839319328
27	1	2.338435	0.71404	1.06787	10.576776	3.520207	1	24.73310318556	26.5854521092558	5.468278249225	0.7625018948	0.364055522947264	1.6697361274
28	0	0.197327	2.928906	1.527656	-4.974679	0.04922	1	-0.981638483033	-0.717153472165184	0.038937944929	4.474360824336	25.1255918770791	0.577952234262
29	0	1.024248	0.23813	-1.006621	8.198645	-3.884707	1	8.39744574396	-7.58428181541043	1.049083965504	-0.23970665873	0.013503375228797	0.24390417624
30	1	1.28785	0.091552	0.099097	-4.171167	-2.771519	1	-5.37183742095	1.0583840205964	1.6585576225	0.009072528544	0.000767367688388608	0.1179052432
31	0	0.580893	-1.219859	0.37155	8.641439	-3.133473	1	5.019751425027	33.0309953030033	0.337436677449	-0.45323861145	-1.81521847956166	-0.708607554087
32	0	0.135007	0.096677	-0.001211	6.317095	-7.249468	1	0.852852044665	-4.42737909966771	0.018226890049	-0.000117075847	0.000903586005040733	0.013052071739
33	0	0.586823	-0.257939	-0.798135	14.490276	3.065294	0	8.503227233148	-11.4568652346142	0.344361233329	0.205870143765	-0.017161333667827	0
34	1	-0.672727	1.120958	-0.40862	-3.823563	1.006196	0	2.572214066301	-4.31260992104666	0.452561616529	-0.45804585796	1.40853623016626	0
